TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y,Latitude,Longitude
Vehicle Collision or Pedestrian Struck (with Injury),2003,1,16,8,25,MAIN ST / E HASTINGS ST,Central Business District,492749,5458737,49.28134395,-123.099698
Vehicle Collision or Pedestrian Struck (with Injury),2003,10,7,11,37,MAIN ST / E 24TH AVE,Riley Park,492645,5455181,49.24935582,-123.1010626
Break and Enter Residential/Other,2003,12,4,13,0,66XX GLADSTONE ST,Victoria-Fraserview,495461.48,5452346.57,49.22388681,-123.0623302
Mischief,2003,9,19,22,24,13XX W 55TH AVE,Oakridge,490135.04,5451960.93,49.22035525,-123.1354718
Break and Enter Commercial,2003,1,2,6,55,10XX KINGSWAY AVE,Kensington-Cedar Cottage,494039.54,5455590,49.25305003,-123.0819068
Vehicle Collision or Pedestrian Struck (with Injury),2003,10,29,13,23,MAIN ST / E 18TH AVE,Riley Park,492655,5455767,49.25462713,-123.1009359
Vehicle Collision or Pedestrian Struck (with Injury),2003,1,21,15,52,MAIN ST / E 14TH AVE,Mount Pleasant,492641,5456186,49.25839595,-123.101136
Mischief,2003,2,5,21,0,43XX PINE CRES,Shaughnessy,489264.54,5454973.93,49.24744321,-123.1475067
Vehicle Collision or Pedestrian Struck (with Injury),2003,11,18,16,40,MAIN ST / E 12TH AVE,Mount Pleasant,492639,5456386,49.26019497,-123.1011672
Mischief,2003,4,6,3,0,43XX PRINCE ALBERT ST,Kensington-Cedar Cottage,493615.75,5454866.02,49.2465334,-123.0877188
Break and Enter Residential/Other,2003,8,11,12,0,66XX GRANVILLE ST,Kerrisdale,489811.28,5452537.19,49.22553355,-123.1399325
Break and Enter Residential/Other,2003,7,7,15,30,66XX GRANVILLE ST,Kerrisdale,489812.4,5452575.95,49.22588222,-123.1399181
Vehicle Collision or Pedestrian Struck (with Injury),2003,1,8,15,40,MACKENZIE ST / W 33RD AVE,Dunbar-Southlands,487610,5454409,49.24233029,-123.1702227
Vehicle Collision or Pedestrian Struck (with Injury),2003,3,14,19,10,MACDONALD ST / W BROADWAY AVE,Kitsilano,487765,5456826,49.26407477,-123.168167
Vehicle Collision or Pedestrian Struck (with Injury),2003,7,25,8,45,MACDONALD ST / W 16TH AVE,Kitsilano,487748,5456122,49.25774183,-123.1683791
Vehicle Collision or Pedestrian Struck (with Injury),2003,3,27,11,38,MACDONALD ST / POINT GREY RD,Kitsilano,487766,5457646,49.27145082,-123.1681784
Vehicle Collision or Pedestrian Struck (with Injury),2003,2,10,8,36,MACDONALD ST / KITSILANO DVRS,Kitsilano,487759,5456633,49.26233858,-123.1682436
Vehicle Collision or Pedestrian Struck (with Injury),2003,10,8,21,45,LOUGHEED HWY / SKEENA ST,Hastings-Sunrise,497927,5456747,49.26348301,-123.0284925
Vehicle Collision or Pedestrian Struck (with Injury),2003,3,18,17,20,LOUGHEED HWY / BOUNDARY RD,Renfrew-Collingwood,498275,5456982,49.26559797,-123.0237104
Vehicle Collision or Pedestrian Struck (with Injury),2003,9,30,9,1,LORNE ST / E 2ND AVE,Mount Pleasant,492747,5457318,49.26857977,-123.0996997
Vehicle Collision or Pedestrian Struck (with Injury),2003,5,23,9,15,LAURIER AVE / OAK ST,Shaughnessy,490721,5455346,49.25081388,-123.1275034
Vehicle Collision or Pedestrian Struck (with Injury),2003,10,19,17,20,LAUREL ST / W 57TH AVE,Marpole,490815,5451828,49.21917009,-123.1261311
Mischief,2003,9,18,19,30,13XX W 64TH AVE,Marpole,490218.34,5451144.64,49.21301385,-123.1343079
Mischief,2003,6,29,23,0,13XX W 6TH AVE,Fairview,490117.16,5457047.44,49.26610919,-123.1358428
Break and Enter Residential/Other,2003,7,28,14,0,66XX HUM-LU-SUM DR,Musqueam,486028.22,5452640.69,49.22638993,-123.1918926
Vehicle Collision or Pedestrian Struck (with Injury),2003,5,5,15,25,LANCASTER ST / E 49TH AVE,Killarney,496897,5452438,49.2247182,-123.0426161
Vehicle Collision or Pedestrian Struck (with Injury),2003,4,4,16,19,LANCASTER ST / E 41ST AVE,Killarney,496963,5453346,49.23288623,-123.0417165
Vehicle Collision or Pedestrian Struck (with Injury),2003,8,14,19,29,LAMEYS MILL RD / ANDERSON ST,Fairview,489978,5457412,49.26938621,-123.1377647
Vehicle Collision or Pedestrian Struck (with Injury),2003,9,29,18,15,LAKEWOOD DR / E HASTINGS ST,Grandview-Woodland,495513,5458715,49.28117259,-123.061694
Mischief,2003,1,4,0,30,43XX SELKIRK ST,Shaughnessy,490381.36,5454915,49.2469317,-123.13216
Vehicle Collision or Pedestrian Struck (with Injury),2003,9,20,9,0,KNIGHT ST / SE MARINE DR,Sunset,494368,5450745,49.20947118,-123.0773251
Vehicle Collision or Pedestrian Struck (with Injury),2003,6,20,16,44,KNIGHT ST / E 41ST AVE,Kensington-Cedar Cottage,494389,5453331,49.23273312,-123.077073
Vehicle Collision or Pedestrian Struck (with Injury),2003,12,12,6,12,KNIGHT ST / E 27TH AVE,Kensington-Cedar Cottage,494451,5454854,49.24643342,-123.0762424
Break and Enter Residential/Other,2003,11,9,19,0,66XX KILLARNEY ST,Killarney,496663.4,5452308.94,49.22355605,-123.0458232
Vehicle Collision or Pedestrian Struck (with Injury),2003,5,16,15,45,KITCHENER ST / VICTORIA DR,Grandview-Woodland,495219,5457706,49.27209423,-123.0657243
Break and Enter Commercial,2003,1,17,16,0,10XX PARKER ST,Strathcona,494084.11,5458126.65,49.27586812,-123.0813318
Vehicle Collision or Pedestrian Struck (with Injury),2003,2,1,12,0,KITCHENER ST / VICTORIA DR,Grandview-Woodland,495219,5457706,49.27209423,-123.0657243
Vehicle Collision or Pedestrian Struck (with Injury),2003,7,21,6,50,KINGSWAY AVE / RUPERT ST,Renfrew-Collingwood,496918,5453685,49.23593539,-123.0423372
Mischief,2003,7,12,2,0,43XX ST CATHERINES ST,Kensington-Cedar Cottage,493756.78,5454863.24,49.24650985,-123.085781
Break and Enter Residential/Other,2003,9,7,7,8,18XX W 11TH AVE,Kitsilano,489285.36,5456571.01,49.26180961,-123.1472633
Break and Enter Residential/Other,2003,7,7,23,30,18XX W 11TH AVE,Kitsilano,489288.55,5456570.92,49.26180886,-123.1472195
Vehicle Collision or Pedestrian Struck (with Injury),2003,7,18,15,21,KINGSWAY AVE / RUPERT ST,Renfrew-Collingwood,496918,5453685,49.23593539,-123.0423372
Vehicle Collision or Pedestrian Struck (with Injury),2003,12,24,15,0,KINGSWAY AVE / MILLER ST,Kensington-Cedar Cottage,494976,5454912,49.24695968,-123.0690297
Vehicle Collision or Pedestrian Struck (with Injury),2003,10,17,19,20,KINGSWAY AVE / MILLER ST,Kensington-Cedar Cottage,494976,5454912,49.24695968,-123.0690297
Vehicle Collision or Pedestrian Struck (with Injury),2003,7,15,16,55,KINGSWAY AVE / MELBOURNE ST,Killarney,497869,5453251,49.2320355,-123.0292711
Vehicle Collision or Pedestrian Struck (with Injury),2003,10,12,23,0,KINGSWAY AVE / KNIGHT ST,Kensington-Cedar Cottage,494462,5455265,49.25013056,-123.076097
Break and Enter Commercial,2003,12,10,20,0,10XX MAINLAND ST,Central Business District,491260.63,5458132.59,49.27588771,-123.1201491
Offence Against a Person,2003,2,7,,,OFFSET TO PROTECT PRIVACY,,0,0,0,0
Break and Enter Residential/Other,2003,4,17,18,0,18XX W 11TH AVE,Kitsilano,489352.54,5456578.36,49.2618769,-123.1463402
Vehicle Collision or Pedestrian Struck (with Injury),2003,1,6,12,5,KINGSWAY AVE / KNIGHT ST,Kensington-Cedar Cottage,494462,5455265,49.25013056,-123.076097
Break and Enter Residential/Other,2003,7,11,20,30,18XX W 11TH AVE,Kitsilano,489368.23,5456568.79,49.26179109,-123.1461243
Vehicle Collision or Pedestrian Struck (with Injury),2003,8,4,2,0,KINGSWAY AVE / JOYCE ST,Renfrew-Collingwood,497384,5453488,49.23416549,-123.0359345
Vehicle Collision or Pedestrian Struck (with Injury),2003,6,3,7,45,KINGSWAY AVE / JOYCE ST,Renfrew-Collingwood,497384,5453488,49.23416549,-123.0359345
Vehicle Collision or Pedestrian Struck (with Injury),2003,5,14,15,9,KINGSWAY AVE / JOYCE ST,Renfrew-Collingwood,497384,5453488,49.23416549,-123.0359345
Break and Enter Residential/Other,2003,4,5,22,30,18XX W 12TH AVE,Kitsilano,489260.39,5456481.93,49.26100788,-123.1476041
Offence Against a Person,2003,7,15,,,OFFSET TO PROTECT PRIVACY,,0,0,0,0
Vehicle Collision or Pedestrian Struck (with Injury),2003,5,1,22,0,KINGSWAY AVE / JOYCE ST,Renfrew-Collingwood,497384,5453488,49.23416549,-123.0359345
Vehicle Collision or Pedestrian Struck (with Injury),2003,4,5,13,40,KINGSWAY AVE / GLEN DR,Kensington-Cedar Cottage,494047,5455578,49.25294216,-123.0818041
Vehicle Collision or Pedestrian Struck (with Injury),2003,5,16,14,29,KINGSWAY AVE / E KING EDWARD AVE,Kensington-Cedar Cottage,494737,5455082,49.24848686,-123.0723158
Vehicle Collision or Pedestrian Struck (with Injury),2003,7,14,6,49,KINGSWAY AVE / E 12TH AVE,Mount Pleasant,492973,5456350,49.25987507,-123.0965762
Vehicle Collision or Pedestrian Struck (with Injury),2003,10,10,15,28,KINGSWAY AVE / E 10TH AVE,Mount Pleasant,492821,5456583,49.26196918,-123.0986694
Theft from Vehicle,2003,4,5,21,0,11XX E 61ST AVE,Sunset,494010.25,5451318.57,49.2146272,-123.0822455
Other Theft,2003,6,30,10,15,23XX GRANVILLE ST,Fairview,489919.02,5456958.02,49.26530161,-123.138564
Theft from Vehicle,2003,2,21,7,0,11XX E 60TH AVE,Sunset,494030.51,5451424.43,49.21557964,-123.0819688
Break and Enter Residential/Other,2003,4,16,20,30,18XX W 12TH AVE,Kitsilano,489295.21,5456471.94,49.26091863,-123.1471253
Theft from Vehicle,2003,12,17,2,0,11XX E 59TH AVE,Sunset,493953.04,5451516.82,49.21640996,-123.083034
Vehicle Collision or Pedestrian Struck (with Injury),2003,9,25,18,40,KINGSWAY AVE / DUMFRIES ST,Kensington-Cedar Cottage,494661,5455132,49.24893596,-123.0733608
Vehicle Collision or Pedestrian Struck (with Injury),2003,3,11,23,40,KINGSWAY AVE / BEATRICE ST,Kensington-Cedar Cottage,495157,5454781,49.24578277,-123.0665412
Vehicle Collision or Pedestrian Struck (with Injury),2003,1,29,4,45,KEEFER ST / HEATLEY AVE,Strathcona,493482,5458509,49.2793013,-123.0896159
Vehicle Collision or Pedestrian Struck (with Injury),2003,7,9,9,0,JOYCE ST / WELLINGTON AVE,Renfrew-Collingwood,497807,5454140,49.24003205,-123.0301276
Break and Enter Residential/Other,2003,6,10,14,0,66XX LAUREL ST,Oakridge,490879.62,5452510.97,49.22531454,-123.1252593
Offence Against a Person,2003,4,14,,,OFFSET TO PROTECT PRIVACY,,0,0,0,0
Offence Against a Person,2003,8,21,,,OFFSET TO PROTECT PRIVACY,,0,0,0,0
Offence Against a Person,2003,8,21,,,OFFSET TO PROTECT PRIVACY,,0,0,0,0
Vehicle Collision or Pedestrian Struck (with Injury),2003,6,15,14,30,JOYCE ST / KINGSWAY AVE,Renfrew-Collingwood,497384,5453488,49.23416549,-123.0359345
Vehicle Collision or Pedestrian Struck (with Injury),2003,4,9,8,45,JOYCE ST / KINGSWAY AVE,Renfrew-Collingwood,497384,5453488,49.23416549,-123.0359345
Break and Enter Residential/Other,2003,12,14,20,15,18XX W 13TH AVE,Kitsilano,489346.48,5456359.23,49.25990568,-123.1464176
Vehicle Collision or Pedestrian Struck (with Injury),2003,8,11,12,42,JOYCE ST / EUCLID AVE,Renfrew-Collingwood,497554,5453738,49.23641501,-123.0336009
Vehicle Collision or Pedestrian Struck (with Injury),2003,9,26,5,50,JOYCE ST / E 45TH AVE,Killarney,497277,5452943,49.22926262,-123.0374006
Vehicle Collision or Pedestrian Struck (with Injury),2003,5,17,23,52,JERVIS ST / PENDRELL ST,West End,490262,5458982,49.28351319,-123.133899
Offence Against a Person,2003,10,20,,,OFFSET TO PROTECT PRIVACY,,0,0,0,0
Vehicle Collision or Pedestrian Struck (with Injury),2003,7,16,12,30,JERVIS ST / ALBERNI ST,West End,490730,5459449,49.2877212,-123.1274748
Vehicle Collision or Pedestrian Struck (with Injury),2003,9,12,9,35,HOWE ST / W PENDER ST,Central Business District,491575,5459176,49.28527776,-123.1158492
Vehicle Collision or Pedestrian Struck (with Injury),2003,12,29,8,58,HOWE ST / W GEORGIA ST,Central Business District,491334,5458937,49.28312455,-123.1191579
Break and Enter Residential/Other,2003,7,7,11,0,66XX MAIN ST,Sunset,492601.32,5452351.02,49.22389897,-123.1016105
Break and Enter Residential/Other,2003,9,3,14,0,66XX MAIN ST,Sunset,492601.32,5452351.02,49.22389897,-123.1016105
Vehicle Collision or Pedestrian Struck (with Injury),2003,12,12,22,12,HOWE ST / DAVIE ST,Central Business District,490748,5458346,49.27779983,-123.1272017
Offence Against a Person,2003,2,13,,,OFFSET TO PROTECT PRIVACY,,0,0,0,0
Break and Enter Commercial,2003,12,30,7,0,11XX ALBERNI ST,West End,490959.91,5459220.97,49.28567349,-123.124308
Vehicle Collision or Pedestrian Struck (with Injury),2003,12,24,15,49,HORNBY ST / PACIFIC ST,Central Business District,490443,5458177,49.27627495,-123.131391
Vehicle Collision or Pedestrian Struck (with Injury),2003,3,4,17,27,HORNBY ST / HELMCKEN ST,Central Business District,490792,5458530,49.2794556,-123.126601
Vehicle Collision or Pedestrian Struck (with Injury),2003,9,27,3,9,HOMER ST / SMITHE ST,Central Business District,491384,5458415,49.27842979,-123.1184591
Mischief,2003,2,21,21,40,43XX W 11TH AVE,West Point Grey,485104.67,5456689.95,49.26279197,-123.2047273
Vehicle Collision or Pedestrian Struck (with Injury),2003,7,26,9,43,HOMER ST / NELSON ST,Central Business District,491264,5458294,49.27733967,-123.1201063
Vehicle Collision or Pedestrian Struck (with Injury),2003,10,1,19,55,HEMLOCK ST / W BROADWAY AVE,Fairview,490098,5456764,49.26355929,-123.1360991
Vehicle Collision or Pedestrian Struck (with Injury),2003,8,4,15,56,HEMLOCK ST / W BROADWAY AVE,Fairview,490098,5456764,49.26355929,-123.1360991
Mischief,2003,9,27,22,30,43XX W 13TH AVE,West Point Grey,485062.88,5456500.68,49.26108844,-123.2052946
Vehicle Collision or Pedestrian Struck (with Injury),2003,5,24,7,0,HEMLOCK ST / W BROADWAY AVE,Fairview,490098,5456764,49.26355929,-123.1360991
Break and Enter Residential/Other,2003,8,8,16,0,18XX W 14TH AVE,Kitsilano,489363.07,5456269.35,49.25909748,-123.1461872
Vehicle Collision or Pedestrian Struck (with Injury),2003,2,28,10,23,HAMILTON ST / W GEORGIA ST,Central Business District,491689,5458582,49.2799362,-123.1142692
Vehicle Collision or Pedestrian Struck (with Injury),2003,5,25,15,46,GRANVILLE STREET BRDG / HOWE STREET ONRP,Central Business District,490487,5457946,49.27419776,-123.1307806
Mischief,2003,6,14,9,0,43XX W 14TH AVE,West Point Grey,485129.75,5456389.27,49.26008792,-123.2043714
Mischief,2003,4,5,17,0,43XX W 14TH AVE,West Point Grey,485207.49,5456387.31,49.26007217,-123.2033029
Vehicle Collision or Pedestrian Struck (with Injury),2003,2,11,12,15,GRANVILLE ST BRDG,Central Business District,490770,5458075,49.27536247,-123.126893
Vehicle Collision or Pedestrian Struck (with Injury),2003,5,27,13,59,GRANVILLE ST / W PENDER ST,Central Business District,491647,5459106,49.28464909,-123.1148577
Vehicle Collision or Pedestrian Struck (with Injury),2003,9,7,15,59,GRANVILLE ST / W KING EDWARD AVE,Shaughnessy,489877,5455202,49.24950519,-123.1390972
Offence Against a Person,2003,6,19,,,OFFSET TO PROTECT PRIVACY,,0,0,0,0
Vehicle Collision or Pedestrian Struck (with Injury),2003,7,17,22,30,GRANVILLE ST / W 6TH AVE,Fairview,489926,5457055,49.26617407,-123.1384705
Vehicle Collision or Pedestrian Struck (with Injury),2003,8,19,18,26,GRANVILLE ST / W 68TH AVE,Marpole,489769,5450867,49.21050907,-123.1404706
Offence Against a Person,2003,7,4,,,OFFSET TO PROTECT PRIVACY,,0,0,0,0
Vehicle Collision or Pedestrian Struck (with Injury),2003,8,28,17,30,GRANVILLE ST / W 66TH AVE,Marpole,489771,5450962,49.21136365,-123.1404455
Vehicle Collision or Pedestrian Struck (with Injury),2003,8,25,13,42,GRANVILLE ST / W 5TH AVE,Fairview,489927,5457121,49.26676777,-123.1384584
Mischief,2003,7,2,9,0,43XX W 3RD AVE,West Point Grey,485218.36,5457509.16,49.27016364,-123.203195
Break and Enter Commercial,2003,3,4,18,30,10XX W GEORGIA ST,Central Business District,491088.61,5459190.06,49.28539734,-123.1225376
Vehicle Collision or Pedestrian Struck (with Injury),2003,9,3,19,13,GRANVILLE ST / W 40TH AVE,Shaughnessy,489838,5453630,49.23536407,-123.1395932
Offence Against a Person,2003,1,21,,,OFFSET TO PROTECT PRIVACY,,0,0,0,0
Break and Enter Residential/Other,2003,9,7,1,0,18XX W 15TH AVE,Kitsilano,489315.55,5456154.68,49.25806518,-123.1468373
Vehicle Collision or Pedestrian Struck (with Injury),2003,5,2,15,40,GRANVILLE ST / W 34TH AVE,Shaughnessy,489858,5454244,49.24088746,-123.139334
Vehicle Collision or Pedestrian Struck (with Injury),2003,12,6,19,30,GRANVILLE ST / W 33RD AVE,Shaughnessy,489859,5454355,49.24188595,-123.1393231
Vehicle Collision or Pedestrian Struck (with Injury),2003,9,19,21,48,GRANVILLE ST / W 33RD AVE,Shaughnessy,489859,5454355,49.24188595,-123.1393231
Break and Enter Residential/Other,2003,12,26,2,52,66XX NANAIMO ST,Victoria-Fraserview,495686.3,5452333.13,49.22376754,-123.0592425
Vehicle Collision or Pedestrian Struck (with Injury),2003,4,15,18,33,GRANVILLE ST / W 33RD AVE,Shaughnessy,489859,5454355,49.24188595,-123.1393231
Vehicle Collision or Pedestrian Struck (with Injury),2003,8,5,10,5,GRANVILLE ST / W 16TH AVE,Shaughnessy,489900,5456041,49.25705253,-123.1388023
Vehicle Collision or Pedestrian Struck (with Injury),2003,5,18,20,10,GRANVILLE ST / W 14TH AVE,Fairview,489905,5456248,49.25891462,-123.1387388
Vehicle Collision or Pedestrian Struck (with Injury),2003,4,9,4,0,GRANVILLE ST / W 12TH AVE,Fairview,489908,5456457,49.26079466,-123.1387028
Vehicle Collision or Pedestrian Struck (with Injury),2003,6,17,4,15,GRANVILLE ST / NANTON AVE,Shaughnessy,489871,5454969,49.2474092,-123.1391737
Other Theft,2003,5,9,12,15,23XX MACDONALD ST,Kitsilano,487753.5,5457013.37,49.26575996,-123.1683308
Break and Enter Commercial,2003,12,30,3,35,11XX BEACH AVE,West End,490086.19,5458429.36,49.27853929,-123.1363027
Vehicle Collision or Pedestrian Struck (with Injury),2003,3,23,3,15,GRANVILLE ST / NANTON AVE,Shaughnessy,489871,5454969,49.2474092,-123.1391737
Break and Enter Residential/Other,2003,6,24,10,23,18XX W 16TH AVE,Shaughnessy,489327.39,5456052.96,49.25715039,-123.1466718
Mischief,2003,9,24,15,0,43XX WINDERMERE ST,Renfrew-Collingwood,497337.54,5454827.3,49.24621262,-123.0365816
Offence Against a Person,2003,11,8,,,OFFSET TO PROTECT PRIVACY,,0,0,0,0
Offence Against a Person,2003,11,8,,,OFFSET TO PROTECT PRIVACY,,0,0,0,0
Theft from Vehicle,2003,11,10,18,30,11XX E 55TH AVE,Sunset,494031.14,5451877.92,49.21965891,-123.0819669
Vehicle Collision or Pedestrian Struck (with Injury),2003,2,9,18,46,GRANT ST / VICTORIA DR,Grandview-Woodland,495217,5457615,49.27127565,-123.0657507
Break and Enter Commercial,2003,10,13,3,30,10XX MAINLAND ST,Central Business District,491279.66,5458139.15,49.27594699,-123.1198877
Offence Against a Person,2003,9,12,,,OFFSET TO PROTECT PRIVACY,,0,0,0,0
Mischief,2003,3,7,23,30,11XX GRANVILLE ST,Central Business District,490855.8,5458302.34,49.27740872,-123.1257186
Theft from Vehicle,2003,8,28,14,20,11XX E 54TH AVE,Sunset,494052.15,5451976.67,49.2205474,-123.0816799
Vehicle Collision or Pedestrian Struck (with Injury),2003,8,20,7,42,GRANDVIEW HWY / SKEENA ST,Renfrew-Collingwood,497923,5456152,49.25813085,-123.0285444
Mischief,2003,4,21,21,0,44XX BLENHEIM ST,Dunbar-Southlands,486997.57,5454892.9,49.24667036,-123.1786523
Mischief,2003,4,4,19,0,13XX W 8TH AVE,Fairview,490245.59,5456865.16,49.26447161,-123.134073
Break and Enter Residential/Other,2003,3,5,10,15,66XX OAK ST,Oakridge,490649.13,5452518.8,49.22538149,-123.128425
Vehicle Collision or Pedestrian Struck (with Injury),2003,6,20,22,35,GRANDVIEW HWY / RUPERT ST,Renfrew-Collingwood,497535,5456151,49.25812042,-123.0338767
Break and Enter Commercial,2003,7,7,4,50,10XX ROBSON ST,West End,490932.81,5459082.94,49.28443148,-123.1246776
Break and Enter Residential/Other,2003,9,25,18,45,66XX OAK ST,Oakridge,490656.24,5452463.86,49.2248874,-123.1283261
Other Theft,2003,7,3,12,45,23XX W 41ST AVE,Arbutus Ridge,488349.88,5453558.69,49.23469611,-123.160033
